,CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,PLATFORM,NEW_NAME
30,229,209,1110,125971,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1591.0,NAMED,YZXBAPSDXZZRGB-DOFZRALJSA-N,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(O)=O,arachidonate (20:4n6),arachidonate (20:4n6),506-32-1,392692,HMDB0001043,C00219,444899,Neg,arachidonaten
31,231,400,1638,155435,Amino Acid,Urea cycle; Arginine and Proline Metabolism,490.0,NAMED,ODKSFYDXXFIFQN-UHFFFAOYSA-N,N=C(N)NCCCC(N)C(O)=O,arginine,arginine,1119-34-2,227,HMDB0000517,C00062,6322,Pos Early,arginine
32,232,400,15497,155552,Amino Acid,Urea cycle; Arginine and Proline Metabolism,491.0,NAMED,KDZOASGQNOPSCU-UHFFFAOYSA-N,NC(C(O)=O)CCCNC(NC(C(O)=O)CC(O)=O)=N,argininosuccinate,argininosuccinate,156637-58-0,805,HMDB0000052,C03406,60150382,Pos Early,argininosuccinate
33,234,400,443,155304,Amino Acid,Alanine and Aspartate Metabolism,36.0,NAMED,CKLJMWTZIZZHCS-UHFFFAOYSA-N,NC(C(O)=O)CC(O)=O,aspartate,aspartate,56-84-8,5745,HMDB0000191,C00049,5960,Pos Early,aspartate
34,240,209,32197,123321,Amino Acid,Tyrosine Metabolism,186.0,NAMED,JVGVDSSUAVXRDY-UHFFFAOYSA-N,OC(C(O)=O)CC1=CC=C(O)C=C1,3-(4-hydroxyphenyl)lactate,3-(4-hydroxyphenyl)lactate (HPLA),6482-98-0,9010,HMDB0000755,C03672,9378,Neg,hydroxyphenyllactateHPLA
35,241,209,566,124529,Amino Acid,Phenylalanine Metabolism,155.0,NAMED,BTNMPGBKDVTSJY-UHFFFAOYSA-N,O=C(C(O)=O)CC1=CC=CC=C1,phenylpyruvate,phenylpyruvate,156-06-9,972,HMDB0000205,C00166,997,Neg,phenylpyruvate
36,244,400,55,155295,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4260.0,NAMED,UCMIRNVEIXFBKS-UHFFFAOYSA-N,NCCC(O)=O,beta-alanine,beta-alanine,"107-95-9,56-41-7",234,HMDB0000056,C00099,239,Pos Early,betaalanine
37,249,400,1768,155446,Amino Acid,Histidine Metabolism,86.0,NAMED,CQOVPNPJLQNMDC-ZETCQYMHSA-N,OC([C@H](CC1=CNC=N1)NC(CCN)=O)=O,carnosine,carnosine,305-84-0,388363,HMDB0000033,C00386,439224,Pos Early,carnosine
38,250,402,2137,158009,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,4433.0,NAMED,QBUVFDKTZJNUPP-YBRAVLHJSA-N,CC1=C(/C=C(N2)/C(C=C)=C(C)C2=O)NC(/C=C3C(CCC(O)=O)=C(C)C(/C=C(N4)\C(C)=C(C=C)C4=O)=N\3)=C1CCC(O)=O,biliverdin,biliverdin,"55482-27-4,55482-27-4",10628548,HMDB0001008,C00500,5280353,Pos Late,biliverdin
39,252,305,1437,147106,Energy,TCA Cycle,1466.0,NAMED,KDYFGRWQOYBRFD-UHFFFAOYSA-N,OC(CCC(O)=O)=O,succinate,succinate,110-15-6,1078,HMDB0000254,C00042,1110,Polar,succinate
40,254,305,542,145710,Lipid,Ketone Bodies,1956.0,NAMED,WHBMMWSBFZVSSR-UHFFFAOYSA-N,CC(O)CC(O)=O,3-hydroxybutyrate (BHBA),3-hydroxybutyrate (BHBA),625-72-9,428,"HMDB0000442,HMDB0000357,HMDB0000011","C03197,C01089","94318,441,92135",Polar,hydroxybutyrateBHBA
41,266,402,63,164177,Lipid,Sterol,3213.0,NAMED,HVYWMOMLDIMFJA-LBHVWCRMSA-N,CC1(C2C(C)CCCC(C)C)C(CC2)C(CC=C3C4(CC[C@H](O)C3)C)C4CC1,cholesterol,cholesterol,57-88-5,4937803,HMDB0000067,C00187,"5997,6432564,11025495",Pos Late,cholesterol
42,267,400,34396,156099,Lipid,Phospholipid Metabolism,2251.0,NAMED,YHHSONZFOIEMCP-UHFFFAOYSA-N,C[N+](C)(CCOP(O)([O-])=O)C,choline phosphate,phosphocholine,72556-74-2,119298,HMDB0001565,C00588,1014,Pos Early,phosphocholine
43,272,209,5983,126005,Lipid,Corticosteroids,3318.0,NAMED,OMFXVFTZEKFJBZ-UHFFFAOYSA-N,CC(C(CC1)=CC2=O)(CC2)C3C1C(CCC4C(CO)=O)C4(C)CC3O,corticosterone,corticosterone,50-22-6,5550,HMDB0001547,C02140,5753,Neg,corticosterone
44,275,400,513,155307,Amino Acid,Creatine Metabolism,537.0,NAMED,DDRJAANPRJIHGJ-UHFFFAOYSA-N,CN(C(N1)=N)CC1=O,creatinine,creatinine,60-27-5,568,HMDB0000562,C00791,588,Pos Early,creatinine
45,279,400,56,155296,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",468.0,NAMED,LEVWYRKDKASIDU-UHFFFAOYSA-N,NC(C(O)=O)CSSCC(N)C(O)=O,cystine,cystine,56-89-3,575,HMDB0000192,C00491,67678,Pos Early,cystine
46,282,400,2372,155469,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4268.0,NAMED,IERHLVCPSMICTF-UHFFFAOYSA-N,NC1=NC(N(C2OC(C(C2O)O)COP(O)(O)=O)C=C1)=O,cytidine 5'-monophosphate (5'-CMP),CMP,63-37-6,5414497,HMDB0000095,C00055,6131,Pos Early,CMP
47,291,305,31260,147190,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1241.0,NAMED,NBSCHQHZLSJFNQ-UHFFFAOYSA-N,OC1OC(C(C(C1O)O)O)COP(O)(O)=O,glucose 6-phosphate,glucose 6-phosphate,103192-55-8,19952394,HMDB0001401,C00092,5958,Polar,glucosephosphate
48,297,402,17747,158164,Lipid,Sphingosines,3180.0,NAMED,WWUZIQQURGPMPG-CCEZHUSRSA-N,CCCCCCCCCCCCC/C=C/C(C(CO)N)O,sphingosine,sphingosine,123-78-4,4510275,HMDB0000252,C00319,5280335,Pos Late,sphingosine
49,302,209,1114,125714,Lipid,Secondary Bile Acid Metabolism,3500.0,NAMED,KXGVEGMKQFWNSR-OHAQSFBXSA-N,CC12[C@@]([C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H]2O)([H])CC[C@]1([H])[C@]([H])(C)CCC(O)=O,deoxycholate,deoxycholate,83-44-3,389318,HMDB0000626,C04483,"222528,440355",Neg,deoxycholate
50,309,400,15522,155557,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1249.0,NAMED,GNGACRATGGDKBX-UHFFFAOYSA-N,OCC(COP(O)(O)=O)=O,dihydroxyacetone phosphate (DHAP),dihydroxyacetone phosphate (DHAP),102783-56-2,3833110,HMDB0001473,C00111,668,Pos Early,dihydroxyacetonephosphateDHAP
51,313,402,17769,158166,Lipid,Sphingolipid Synthesis,3020.0,NAMED,OTKJDMGTUTTYMP-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(C(CO)N)O,sphinganine,sphinganine,3102-56-5,3014,HMDB0000269,C00836,3126,Pos Late,sphinganine
52,327,209,2134,124607,Cofactors and Vitamins,Riboflavin Metabolism,4354.0,NAMED,VWWQXMAJTJZDQX-KUIMXZBMSA-N,OC(C(O)C(O)COP(OP(OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N)=NC=N3)[C@H](O)[C@@H]1O)(O)=O)(O)=O)CN(C(C=C(C)C(C)=C4)=C4N=C5C(N6)=O)C5=NC6=O,flavin adenine dinucleotide (FAD),FAD,"146-14-5,84366-81-4",559059,HMDB0001248,C00016,643975,Neg,FAD
53,330,305,1643,146876,Energy,TCA Cycle,1467.0,NAMED,VZCYOOQTPOCHFL-OWOJBTEDSA-N,OC(/C=C/C(O)=O)=O,fumarate,fumarate,100-17-8,10197150,HMDB0000134,C00122,444972,Polar,fumarate
54,331,400,36738,156248,Peptide,Gamma-glutamyl Amino Acid,650.0,NAMED,OWQDWQKWSLFFFR-UHFFFAOYSA-N,O=C(O)C(N)CCC(NC(C(O)=O)CCC(O)=O)=O,gamma-glutamylglutamate,gamma-glutamylglutamate,1116-22-9,83831,HMDB0011737,C05282,92865,Pos Early,gammaglutamylglutamate
55,338,305,587,147098,Xenobiotics,Food Component/Plant,4828.0,NAMED,RGHNJXZEOKUKBD-SQOUGZDYSA-N,OC([C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)=O,gluconate,gluconate,527-07-1,10240,HMDB0000625,C00257,"10690,3085666",Polar,gluconate
56,339,305,396,146390,Lipid,"Fatty Acid, Dicarboxylate",1677.0,NAMED,JFCQEDHGNNZCLN-UHFFFAOYSA-N,OC(CCCC(O)=O)=O,glutarate (C5-DC),glutarate (C5-DC),110-94-1,3618533,HMDB0000661,C00489,"743,4418048",Polar,glutarateCDC
57,340,400,58,160611,Amino Acid,"Glycine, Serine and Threonine Metabolism",1.0,NAMED,DHMQDGOQFOQNFH-UHFFFAOYSA-N,NCC(O)=O,glycine,glycine,56-40-6,730,HMDB0000123,C00037,750,Pos Early,glycine
58,342,209,18476,126842,Lipid,Primary Bile Acid Metabolism,3475.0,NAMED,RFDAIACWWDREDC-FRVQLJSFSA-N,O=C(CNC(CC[C@H]([C@@H]1[C@@]2(C)[C@@H](O)C[C@]3([H])[C@@]4(C)CC[C@@H](O)C[C@@]4([H])C[C@@H](O)[C@@]3([H])[C@]2([H])CC1)C)=O)O,glycocholate,glycocholate,"475-31-0,863-57-0",9734,HMDB0000138,C01921,10140,Neg,glycocholate
59,344,305,43802,147630,Amino Acid,Creatine Metabolism,535.0,NAMED,BPMFZUMJYQTVII-UHFFFAOYSA-N,NC(NCC(O)=O)=N,guanidinoacetate,guanidinoacetate,352-97-6,743,HMDB0000128,C00581,763,Polar,guanidinoacetate
60,347,400,2849,155481,Nucleotide,"Purine Metabolism, Guanine containing",4198.0,NAMED,RQFCJASXJCIDSX-UHFFFAOYSA-N,NC1=NC2=C(C(N1)=O)N=CN2C3OC(C(C3O)O)COP(O)(O)=O,guanosine 5'-monophosphate (5'-GMP),5'- GMP,5550-12-9,741,HMDB0001397,C00144,6804,Pos Early,GMP
61,354,400,1574,155412,Amino Acid,Histidine Metabolism,90.0,NAMED,NTYJJOPFIAHURM-UHFFFAOYSA-N,NCCC1=CNC=N1,histamine,histamine,51-45-6,753,HMDB0000870,C00388,774,Pos Early,histamine
62,355,209,59,123153,Amino Acid,Histidine Metabolism,72.0,NAMED,HNDVDQJCIGZPNO-UHFFFAOYSA-N,NC(C(O)=O)CC1=CN=CN1,histidine,histidine,5934-29-2,752,HMDB0000177,C00135,6274,Neg,histidine
63,358,400,590,155331,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",476.0,NAMED,VVIUBCNYACGLLV-UHFFFAOYSA-N,NCCS(O)=O,hypotaurine,hypotaurine,300-84-5,96959,HMDB0000965,C00519,107812,Pos Early,hypotaurine
64,361,209,1123,123191,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4140.0,NAMED,UGQMRVRMYYASKQ-KQYNXXCUSA-N,O[C@H]1[C@H](N2C(N=CN=C3O)=C3N=C2)O[C@H](CO)[C@H]1O,inosine,inosine,58-63-9,21241953,HMDB0000195,C00294,6021,Neg,inosine
65,362,400,2133,155461,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4139.0,NAMED,GRSZFWQUAKGDAV-UHFFFAOYSA-N,OC1C(C(N2C=NC3=C2N=CNC3=O)OC1COP(O)(O)=O)O,inosine 5'-monophosphate (IMP),inosine 5'-monophosphate (IMP),4691-65-0,5482599,HMDB0000175,C00130,8582,Pos Early,inosinemonophosphateIMP
66,363,305,1124,145716,Lipid,Inositol Metabolism,2219.0,NAMED,CDAISMWEOUEBRE-GPIVLXJGSA-N,O[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1O,myo-inositol,myo-inositol,87-89-8,10239179,HMDB0000211,C00137,892,Polar,myoinositol
67,376,400,1125,155350,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",390.0,NAMED,AGPKZVBTJJNPAG-UHFFFAOYSA-N,NC(C(O)=O)C(C)CC,isoleucine,isoleucine,73-32-5,769,HMDB0000172,"C06418,C00407,C16424",6306,Pos Early,isoleucine
68,381,305,6146,147948,Amino Acid,Lysine Metabolism,125.0,NAMED,OYIFNHCXNCRBQI-UHFFFAOYSA-N,OC(CCCC(N)C(O)=O)=O,2-aminoadipate,2-aminoadipate,"1118-90-7,542-32-5",456,HMDB0000510,C00956,92136,Polar,aminoadipate
69,391,400,2132,155460,Amino Acid,Urea cycle; Arginine and Proline Metabolism,499.0,NAMED,RHGKLRLOHDJJDR-UHFFFAOYSA-N,NC(C(O)=O)CCCNC(N)=O,citrulline,citrulline,372-75-8,810,HMDB0000904,C00327,9750,Pos Early,citrulline
70,397,400,60,155300,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",337.0,NAMED,ROHFNLRQFUQHCH-YFKPBYRVSA-N,O=C([C@H](CC(C)C)N)O,leucine,leucine,61-90-5,,HMDB0000687,C00123,6106,Pos Early,leucine
71,407,400,1301,155354,Amino Acid,Lysine Metabolism,107.0,NAMED,KDXKERNSBIXSRK-UHFFFAOYSA-N,NC(C(O)=O)CCCCN,lysine,lysine,56-87-1,5747,HMDB0003405,"C00739,C00047",5962,Pos Early,lysine
72,409,209,1303,123199,Energy,TCA Cycle,1469.0,NAMED,BJEPYKJPYRNKOW-UHFFFAOYSA-N,OC(C(O)=O)CC(O)=O,malate,malate,6915-15-7,510,"HMDB0031518,HMDB0000156,HMDB0000744","C00149,C00711,C00497",525,Neg,malate
73,415,400,1302,155355,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",440.0,NAMED,FFEARJCKVFRZRR-UHFFFAOYSA-N,CSCCC(N)C(O)=O,methionine,methionine,63-68-3,5907,HMDB0000696,C00073,6137,Pos Early,methionine
74,418,305,1496,145730,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1792.0,NAMED,ZIYVHBGGAOATLY-UHFFFAOYSA-N,O=C(C(C(O)=O)C)O,methylmalonate (MMA),methylmalonate (MMA),516-05-2,473,HMDB0000202,C02170,487,Polar,methylmalonateMMA
75,424,209,1336,125720,Lipid,Long Chain Saturated Fatty Acid,1528.0,NAMED,IPCSVZSSVZVIGE-UHFFFAOYSA-N,OC(CCCCCCCCCCCCCCC)=O,palmitate (16:0),palmitate (16:0),57-10-3,960,HMDB0000220,C00249,985,Neg,palmitate
76,432,400,594,155332,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4325.0,NAMED,DFPAKSUCGFBDDF-UHFFFAOYSA-N,NC(C1=CN=CC=C1)=O,nicotinamide,nicotinamide,98-92-0,911,HMDB0001406,C00153,936,Pos Early,nicotinamide
77,437,209,12035,125748,Lipid,Medium Chain Fatty Acid,1510.0,NAMED,FBUKVWPVBMHYJY-UHFFFAOYSA-N,CCCCCCCCC(O)=O,pelargonate (9:0),pelargonate (9:0),112-05-0,4574394,HMDB0000847,C01601,8158,Neg,pelargonate
78,439,209,1358,125724,Lipid,Long Chain Saturated Fatty Acid,1532.0,NAMED,QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(O)=O,stearate (18:0),stearate (18:0),57-11-4,5091,HMDB0000827,C01530,5281,Neg,stearate
79,444,400,1493,155375,Amino Acid,Urea cycle; Arginine and Proline Metabolism,494.0,NAMED,AHLPHDHHMVZTML-BYPYZUCNSA-N,O=C(O)[C@@H](N)CCCN,ornithine,ornithine,3184-13-2,6026,HMDB0000214,C00077,6262,Pos Early,ornithine
80,445,305,1505,146440,Nucleotide,"Pyrimidine Metabolism, Orotate containing",4228.0,NAMED,PXQPEWDEAKTCGB-UHFFFAOYSA-N,O=C(C1=CC(O)=NC(O)=N1)O,orotate,orotate,50887-69-9,942,HMDB0000226,C00295,967,Polar,orotate
81,448,400,27727,155840,Amino Acid,Glutathione Metabolism,575.0,NAMED,YPZRWBKMTBYPTK-BJDJZHNGSA-N,O=C([C@@H](NC(CC[C@@H](C(O)=O)N)=O)CSSC[C@@H](C(NCC(O)=O)=O)NC(CC[C@@H](C(O)=O)N)=O)NCC(O)=O,"glutathione, oxidized (GSSG)","glutathione, oxidized (GSSG)",103239-24-3,58835,HMDB0003337,"D00031,C00127",65359,Pos Early,glutathioneoxidizedGSSG
82,452,209,33447,126083,Lipid,Long Chain Monounsaturated Fatty Acid,1547.0,NAMED,SECPZKHBENQXJG-FPLPWBNLSA-N,CCCCCC\C=C/CCCCCCCC(O)=O,palmitoleate (16:1n7),palmitoleate (16:1n7),373-49-9,393216,HMDB0003229,C08362,445638,Neg,palmitoleaten
83,460,400,64,155301,Amino Acid,Phenylalanine Metabolism,142.0,NAMED,COLNVLDHVKWLRT-UHFFFAOYSA-N,NC(C(O)=O)CC1=CC=CC=C1,phenylalanine,phenylalanine,63-91-2,5910,HMDB0000159,C00079,6140,Pos Early,phenylalanine
84,461,400,42109,156915,Energy,Oxidative Phosphorylation,1486.0,NAMED,NBIIXXVUZAFLBC-UHFFFAOYSA-N,O=P(O)(O)O,phosphate,phosphate,7664-38-2,1032,HMDB0001429,C00009,1061,Pos Early,phosphate
